KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Summerized_og_day_voice_usage,Total minutes of voice calls made during the day.,Summarized ,"Aggregate voice call activity, measured in minutes, representing the total volume of inbound and outbound calls made daily."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Peak hour voice usage over the past 30 days, measured by the total minutes consumed during the busiest hours of network activity."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Peak-hour voice usage over the past 30 days, measured by the total minutes consumed during the busiest period of the day."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Peak-hour voice usage over the past 30 days, measuring the total volume of voice calls during the busiest hours of the day."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Peak hour voice usage over the past 30 days, measured by the total minutes consumed during the network's busiest periods of customer activity."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Busiest daily periods' cumulative voice minutes consumed over the past 30 days, revealing peak hour voice usage trends."
Summerized_og_peak_voice_usage,Total minutes of voice calls made during peak hours.,Summarized ,"Peak-hour voice usage over the past 30 days, measured in total minutes, revealing network congestion during peak calling periods."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Network utilization during off-peak hours, measured by average daily voice call minutes over the past 30 days, indicating resource availability."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Network activity during non-peak hours, measured by the total voice minutes used over the past 30 days, indicating off-peak network utilization patterns."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Off-peak voice usage over 30 days, revealing the total minutes consumed during non-peak hours, providing insights into network demand patterns."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Total voice minutes consumed outside peak hours over the past month, revealing off-peak usage patterns and trends."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Average daily voice usage during off-peak hours over the past month, measuring network efficiency during periods of reduced demand."
Summerized_og_off_peak_voice_usage,Total minutes of voice calls made during off-peak hours.,Summarized ,"Low-traffic period voice usage averaged over 30 days, revealing daily voice activity during off-peak hours."
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"Thirty-day total of incoming voice calls, measuring the volume of incoming traffic and providing insights into customer engagement and network demand."
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"Total incoming voice calls received over the past 30 days, providing a comprehensive overview of call volume and service demand patterns."
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"Incoming voice call volume over the past 30 days, revealing network usage trends and customer engagement patterns, providing valuable insights for optimization."
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"Total inbound voice calls received over the past 30 days, providing a snapshot of customer engagement and demand for services."
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"""Total voice call volume over the past 30 days, serving as a key indicator of network performance and capacity planning requirements."""
Summerized_ic_call_count,Total number of incoming voice calls received.,Summarized ,"Total incoming voice calls over the past 30 days, reflecting customer interaction and network utilization patterns."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Inbound calls received and processed within a specific bundle over a 30-day period, offering a comprehensive view of call volume and handling efficiency."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Inbound calls received within a specific bundle over 30 days, revealing customer interaction patterns and service usage trends."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Inbound calls received under bundled services over a 30-day period, offering a snapshot of customer engagement and service utilization."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Over the past 30 days, the total number of inbound calls processed under a specific bundle provides a snapshot of call volume and handling efficiency."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Bundled plan inbound call volume over 30 days, revealing customer interaction patterns and network resource allocation."
Summerized_ic_bundle_call_count,Number of incoming calls received under a bundle.,Summarized ,"Monthly volume of incoming calls to bundled services, offering a snapshot of customer interaction and demand for integrated solutions."
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"Cumulative count of incoming pay-as-you-go calls over a 30-day period, revealing the total volume of incoming traffic during that timeframe."
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"""Monthly tally of incoming pay-as-you-go calls, measuring the frequency of received calls over a 30-day period."""
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"Cumulative count of incoming pay-as-you-go calls processed over a 30-day period, providing a comprehensive view of call volume trends."
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"Monthly pay-as-you-go voice traffic volume, measured by the number of incoming calls received during a given month."
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"Monthly volume of incoming pay-as-you-go calls, offering a snapshot of customer activity and usage habits over a 30-day period."
Summerized_ic_payg_call_count,Number of incoming pay-as-you-go calls.,Summarized ,"Summer pay-as-you-go call volume, indicating customer interaction and usage habits during the seasonal period."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Incoming call volume over the past 30 days, measured by total call minutes, offering a snapshot of customer interaction and network traffic patterns."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Total duration of incoming calls received over the past 30 days, providing insight into customer engagement and service demand."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Total call volume over the past 30 days, measured by the cumulative duration of calls initiated by customers, providing insight into network usage and demand."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Monthly call volume in minutes, a key indicator of customer interaction and network utilization, providing valuable insights into service demand and quality."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Total inbound call minutes over a specified period, reflecting customer interactions and network traffic, providing insights into customer engagement and demand."
Summerized_ic_call_mou,Minutes of use for incoming calls.,Summarized ,"Total incoming call minutes received over the past 30 days, providing insight into the volume of customer interactions with the company's customer service."
Summerized_data_volume,Total data usage volume.,Summarized ,"Total digital content transmitted or received by users over a 30-day period, providing a comprehensive view of cumulative data usage."
Summerized_data_volume,Total data usage volume.,Summarized ,"Total data usage by users over a 30-day period, capturing the aggregated volume of data consumed during that specific timeframe."
Summerized_data_volume,Total data usage volume.,Summarized ,"Total data usage over the past 30 days, offering insights into network traffic patterns and trends, and enabling data-driven decisions."
Summerized_data_volume,Total data usage volume.,Summarized ,"Monthly aggregate data volume, offering a holistic perspective on network usage habits and patterns, facilitating strategic planning and optimization."
Summerized_data_volume,Total data usage volume.,Summarized ,"Total data usage over a 30-day period, revealing network traffic patterns and trends, and providing a comprehensive snapshot of subscriber behavior."
Summerized_data_volume,Total data usage volume.,Summarized ,"Total data usage over a 30-day span, offering a detailed understanding of network traffic and user behavior."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Total bundled data usage within a 30-day cycle, aggregated across all subscribers under a single plan."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Monthly data usage within a designated bundle, revealing customer habits and data allocation strategies over a 30-day period."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Total data usage across bundled plans, offering a unified perspective on aggregated subscriber consumption."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Total data usage within a 30-day period, revealing consumption habits and patterns, to inform package optimization and customer engagement strategies."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Total data usage over the past 30 days, aggregated under a specific subscription bundle, providing a comprehensive view of customer consumption patterns."
Summerized_data_bundle_volume,Data usage volume under a bundle.,Summarized ,"Total data consumption by subscribers within a specific bundle over a 30-day period, providing insights into aggregate usage patterns and trends."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data usage over the past 30 days, offering a snapshot of their data habits and network demand patterns."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data usage over the past 30 days, revealing their mobile data habits and consumption patterns."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data usage over the past month, revealing trends in flexible data plan adoption and demand."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data usage over the past 30 days, providing insights into their consumption patterns and trends."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go subscribers' cumulative data usage over the past 30 days, revealing their consumption habits and patterns."
Summerized_data_payg_volume,Data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data consumption patterns over the past month, providing insights into their usage habits and trends."
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"Free data usage patterns over the past 30 days, revealing the amount of data consumed without incurring charges."
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"""Total data usage over the past 30 days that did not result in a charge, representing free data consumption by customers."""
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"Free data allowance within a 30-day period, representing the amount of data consumed without incurring additional costs during the specified timeframe."
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"Data usage within the past 30 days that falls below the network's free allowance, indicating the amount of complimentary data provided to subscribers."
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"""Volume of data consumed within the past 30 days without incurring additional costs, providing a benchmark for free data usage and customer value."""
Summerized_data_free_volume,Data usage volume that was free.,Summarized ,"Free data usage volume, indicating the amount of data consumed without incurring charges, positively impacting customer satisfaction and loyalty."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Total data consumption-based income earned over the past 30 days, providing a comprehensive snapshot of customer data usage and revenue generation."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Total data-related revenue generated over the past 30 days, inclusive of all transactions, activities, and services."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Monthly data sales revenue, reflecting the cumulative income earned from customers' data usage patterns."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Cumulative data consumption value over the past 30 days, reflecting customer usage patterns and generating revenue for the telecom provider."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Data revenue accumulation over the past 30 days, offering a comprehensive view of income generated from data consumption."
Summerized_data_revenue,Revenue generated from data usage.,Summarized ,"Aggregate income from customers' data consumption and usage patterns over the past 30 days, reflecting the telecom operator's data revenue performance."
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"Cumulative revenue from bundled data plans over a 30-day period, indicating customer spending patterns and loyalty to bundled services."
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"Cumulative revenue generated from bundled data plans over a 30-day period, encompassing all data usage and consumption patterns."
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"Monthly aggregated revenue from bundled services, reflecting customers' overall spending patterns and providing valuable insights into their purchasing behavior."
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"Revenue generated from bundled data plans over the past 30 days, reflecting the financial impact of customers' data usage under subscription-based packages."
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"""Total revenue generated from bundled data plans within a 30-day period, indicating customer engagement and service uptake patterns."""
Summerized_data_bundle_revenue,Revenue from data usage under a bundle.,Summarized ,"Thirty-day aggregated revenue from bundled data services, showcasing the financial impact of data-centric offerings within a defined time period."
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"Cumulative revenue from pay-as-you-go data services over a 30-day period, showcasing customers' adaptability to real-time charging and flexible usage patterns"
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"Cumulative revenue from pay-as-you-go data usage over 30 days, reflecting customer demand for flexible, on-demand data services and consumption patterns."
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"Total revenue generated from pay-as-you-go plans over the past 30 days, reflecting customer data consumption patterns."
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"""Monthly pay-as-you-go data revenue, showcasing customers' ability to adjust their mobile data habits in response to changing needs and circumstances."""
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"""Total revenue generated from flexible data plans over the past 30 days, reflecting users' actual data consumption and billing."""
Summerized_data_payg_revenue,Revenue from data usage under pay-as-you-go.,Summarized ,"Data revenue generated from pay-as-you-go plans within the past 30 days, indicating customer demand and usage patterns."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Data usage exceeding free allowances over the past 30 days, resulting in no revenue generation and potential lost opportunities."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Revenue foregone due to free data usage over the past 30 days, resulting in a negligible impact on earnings and financial performance."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Revenue generated from data usage over the past 30 days, where no payment was made, resulting in a zero earnings outcome for the operator."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Complimentary data services provided to customers over the past 30 days, resulting in incremental revenue generated from this value-added offering."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Revenue generated from complimentary data services over the past 30 days, depicting a period of zero revenue contribution due to free data offerings."
Summerized_data_free_revenue,Revenue from free data usage (typically zero revenue).,Summarized ,"Uncompensated network resources utilized by customers during the previous period, valued as revenue generated from free data usage."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"Total data usage within the local network over the past 30 days, providing a comprehensive view of customer data consumption patterns."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"Monthly aggregation of local data usage, offering a comprehensive view of user behavior and network capacity requirements."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"Total local data usage over the past month, providing a comprehensive view of subscribers' cumulative consumption patterns."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"Subscriber monthly data usage patterns revealed through cumulative local data consumption over a 30-day period, providing valuable insights into network behavior."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"30-day local data usage aggregation, revealing subscriber behavior and network utilization trends."
Summerized_data_local_volume,Data usage volume for local traffic.,Summarized ,"Recent 30-day local data consumption patterns, providing a snapshot of user behavior and helping to identify trends and anomalies."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"Total data usage within a specific local bundle over the past 30 days, providing a snapshot of customer consumption habits."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"Total data usage within a 30-day period, showcasing customer behavior and preferences for local data consumption."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"Total local bundle data consumption over 30 days, revealing subscriber behavior patterns and network usage trends."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"Total data usage within the past 30 days under a specific local bundle, offering valuable insights into customer consumption patterns."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"Total local data usage within a 30-day period, revealing the cumulative volume of data consumed within a specific bundle."
Summerized_data_local_bundle_volume,Local data usage volume under a bundle.,Summarized ,"""Total data usage within a local bundle over the past 30 days, revealing customer behavior and preferences."""
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative data usage over the past 30 days, measured in total volume."
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Average monthly local data usage by pay-as-you-go customers over the past 30 days, providing insight into data consumption patterns."
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go subscribers' cumulative local data usage over the past 30 days, offering valuable insights into consumption patterns."
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Monthly cumulative data consumption under pay-as-you-go billing, tracking local usage patterns over a summer period."
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' cumulative local data consumption over the past 30 days, revealing trends in mobile data usage."
Summerized_data_local_payg_volume,Local data usage volume under pay-as-you-go.,Summarized ,"Total data usage under pay-as-you-go pricing over the past 30 days, revealing trends in local data consumption patterns and user behavior."
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"Unused local data capacity within the past 30 days, freed from customer billing, reveals network optimization and potential for future revenue expansion."
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"Customers' local data usage within a 30-day period, exempt from charges, reflecting the complimentary data allocation provided by the network."
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"""Volume of local data usage within the past 30 days that falls under the network's complimentary data allocation, showcasing network generosity."""
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"Unused local data capacity within the past 30 days, freed from customer billing, signifying a reserve of untapped network resources."
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"""Volume of data consumed within the local network during the past 30 days, without incurring additional charges, indicating free usage patterns."""
Summerized_data_local_free_volume,Local data usage volume that was free.,Summarized ,"Customers' free local data consumption, measured in volume, exempt from charges, providing insight into the amount of complimentary data usage."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"Monthly local data revenue accumulation, a measure of customer behavior and network efficiency, providing insights into data consumption patterns and network performance."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"Financial performance of local data services within the operator's network, as measured by cumulative revenue over a 30-day period."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"Financial returns from domestic internet activities, reflecting the cumulative revenue generated by subscribers' local data usage over a 30-day period."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"Financial performance of local mobile data services within a specific geographic area, measured by cumulative revenue over a 30-day period."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"Monthly revenue generated from in-region internet usage, illustrating the financial effect of local data consumption on the company's bottom line."
Summerized_data_local_revenue,Revenue generated from local data usage.,Summarized ,"""Monthly cumulative revenue from local data services, illustrating customer behavior and network reliability."""
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"Monthly revenue from bundled local data plans, indicating customer adoption and usage habits."
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"""Bundled plan revenue generated from local data consumption over a 30-day period, revealing customer behavior and financial performance."""
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"Monthly revenue generated from bundled local data services, reflecting the financial performance of bundled offerings."
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"Customers on bundled plans who use local data services within the past 30 days demonstrate loyalty and commitment, driving revenue growth and retention."
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"""Revenue generated from local data consumption within bundled plans, measured over a 30-day period, revealing customer behavior and revenue trends."""
Summerized_data_local_bundle_revenue,Revenue from local data usage under a bundle.,Summarized ,"""Bundled plan customers' local data usage patterns and demand are reflected in this metric, which aggregates revenue from 30-day data consumption under bundled plans"
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"Local data usage revenue generated from pay-as-you-go plans over the past 30 days, reflecting customer consumption patterns and revenue trends."
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"Monthly revenue generated from local data usage under flexible pricing plans, reflecting customer behavior over the past 30 days."
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"Cumulative revenue from local data usage under flexible pay-as-you-go plans, illustrating customer behavior and pricing effectiveness over a 30-day period."
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"Cumulative revenue generated from local data usage on pay-as-you-go plans over a 30-day period, reflecting customer flexibility and on-demand spending habits."
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"""Total revenue generated from local data usage paid on a per-use basis over the past 30 days, reflecting customer spending habits."""
Summerized_data_local_payg_revenue,Revenue from local data usage under pay-as-you-go.,Summarized ,"Cumulative revenue from local data usage under pay-as-you-go plans, reflecting customers' data consumption habits over a 30-day period."
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"""Total revenue generated from local data usage within a 30-day period, without incurring additional charges, indicative of customer engagement with free data services."""
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"Complimentary data services provided to customers over the past 30 days, measured by the revenue generated from local free data usage."
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"Summer data usage, free of charge, during the warmest months, measuring customer loyalty and network reliability."
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"Cumulative revenue from local data usage, excluding paid services, over a 30-day period, indicating customer engagement and network performance."
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"""Thirty-day cumulative revenue from local data usage, indicating consumer uptake of free data services and their impact on operator revenue."""
Summerized_data_local_free_revenue,Revenue from local free data usage.,Summarized ,"Financial impact of free services on customer behavior, measured by revenue generated from local data usage over the past 30 days."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"Total mobile data usage outside home network over the past 30 days, aggregated to provide a comprehensive view of roaming data consumption."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"Data usage while roaming outside the home network's coverage area over the past 30 days, indicating the cumulative volume of mobile device activity abroad."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"International roaming data usage patterns and network demand are revealed through the cumulative data consumption by subscribers over the past month, providing valuable insights."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"Total roaming data usage over a 30-day period, revealing customer habits when accessing foreign mobile networks outside their usual coverage area."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"Total roaming data usage over the past 30 days, revealing international usage trends and opportunities for roaming optimization and cost reduction."
Summerized_data_roam_volume,Data usage volume while roaming.,Summarized ,"Total mobile data usage outside home network over the past 30 days, capturing roaming activity and consumption patterns."
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"Total roaming data usage within a 30-day period, encompassing all roaming activities and aggregated to provide a comprehensive view of customer consumption."
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"Total international data usage within a specified bundle over the past 30 days, providing a snapshot of roaming data consumption patterns."
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"""Total roaming data usage within bundled plans over the past month, offering a snapshot of customer behavior and consumption patterns."""
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"""Monthly aggregate roaming data usage under bundled plans, offering a snapshot of customers' international data habits and trends."""
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"Total international data usage within the past month, aggregated from bundled plans, offering a comprehensive view of roaming network performance."
Summerized_data_roam_bundle_volume,Data usage volume while roaming under a bundle.,Summarized ,"Total roaming data usage within a specified bundle over the past 30 days, revealing customer behavior patterns during summer months."
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"""Pay-as-you-go roaming data usage patterns and costs over the past 30 days, providing a comprehensive view of out-of-network consumption."""
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"Total off-network data usage under pay-as-you-go plans over the past month, revealing trends in roaming behavior and network demand."
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"Monthly roaming data usage under pay-as-you-go plans, aggregated across all customers, providing a comprehensive view of pay-per-use data consumption."
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"Monthly cumulative roaming data usage under pay-as-you-go plans, measuring the total volume consumed by customers."
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"International pay-as-you-go roaming data usage over the past 30 days, providing a snapshot of global mobile data consumption patterns."
Summerized_data_roam_payg_volume,Data usage volume while roaming under pay-as-you-go.,Summarized ,"Total roaming data usage under pay-as-you-go plans over the past 30 days, revealing trends in customer behavior and network demand."
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"Total international data usage over the past 30 days, revealing customer behavior and preferences when roaming abroad."
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"Total roaming data consumption over the past month, measuring the aggregate volume of free data used while traveling abroad."
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"International roaming users' data consumption patterns and network performance insights are provided by this metric, which tracks free data usage over the past 30 days."
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"Free roaming data usage over the past 30 days, measuring the cumulative volume of data consumed while traveling outside the home network."
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"""Free roaming data allowance over the past 30 days, enabling customers to enjoy cost-effective international connectivity without incurring additional roaming charges."""
Summerized_data_roam_free_volume,Free data usage volume while roaming.,Summarized ,"Customers' international data usage within a designated volume, ensuring cost-effective and uninterrupted connectivity without incurring roaming charges."
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,"International data usage revenue generated by customers outside their home network over the past 30 days, reflecting roaming data monetization."
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,"Revenue generated from international data services, reflecting roaming usage and customer activity over the past 30 days."
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,"International roaming revenue generated over the past 30 days, providing a snapshot of customer data usage while abroad and network performance."
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,"International data revenue generated over the past 30 days, offering a snapshot of roaming data monetization performance and customer spend abroad."
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,International customer usage patterns and network performance are reflected in the revenue generated from data roaming activities over the past 30 days.
Summerized_data_roam_revenue,Revenue generated from data usage while roaming.,Summarized ,"Revenue generated from data usage while customers roam abroad, offering a snapshot of roaming data monetization performance over the past 30 days."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"Data roaming revenue from bundled plans over the past 30 days, indicating customer loyalty and network preference through actual usage."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"Revenue generated from international data usage under bundled plans over the past 30 days, providing a snapshot of customer spend on roaming data services."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"Data roaming revenue within bundled plans over the past 30 days, reflecting customer behavior and usage patterns in a condensed time frame."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"Revenue earned from data roaming under bundled plans over the past 30 days, reflecting customer behavior and roaming expenses."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"Revenue from bundled data roaming plans over the past 30 days, indicating customer willingness to adopt premium services."
Summerized_data_roam_bundle_revenue,Revenue from data usage while roaming under a bundle.,Summarized ,"International roaming revenue generated from bundled plans within the past 30 days, indicating customer spending habits and usage patterns during summer travel."
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,"""Thirty-day snapshot of customer data roaming spend, revealing trends in pay-as-you-go usage and helping to inform revenue optimization strategies."""
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,"Pay-as-you-go data roaming revenue generated over the past 30 days, reflecting customer behavior and billing patterns."
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,Total revenue generated from pay-as-you-go data roaming services within the past 30-day period.
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,"Total pay-as-you-go roaming data revenue generated over the past 30 days, revealing customer behavior and spending patterns."
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,"Revenue generated from customers who use data roaming services on a pay-as-you-go basis, with income aggregated over the past 30 days."
Summerized_data_roam_payg_revenue,Revenue from data usage while roaming under pay-as-you-go.,Summarized ,"""Thirty-day rolling total of pay-as-you-go data roaming revenue, revealing customer usage patterns and trends in real-time."""
